gpu_name,year,shader_cores,memory_bandwidth,boost_clock,tdp,transistors,process_nm,die_size
igp 345m,2002.404296875,480.0,40.0,1250.0,50.0,30.0,180.0,73.0
igp 350m,2002.359375,480.0,40.0,1250.0,50.0,30.0,180.0,73.0
extreme graphics,2002.314453125,480.0,40.0,1250.0,50.0,29.0,150.0,154.0
i830mg graphics,2002.26953125,480.0,40.0,166.0,50.0,29.0,150.0,154.0
millennium g450 x2 mms,2002.224609375,480.0,2.656,1250.0,50.0,10.0,180.0,154.0
millennium g450 x4 mms,2002.1796875,480.0,2.656,1250.0,50.0,10.0,180.0,154.0
parhelia 128 mb,2002.134765625,480.0,16.0,1250.0,50.0,80.0,150.0,174.0
parhelia 128 mb,2002.08984375,480.0,17.6,1250.0,50.0,80.0,150.0,174.0
parhelia 256 mb,2002.044921875,480.0,16.0,1250.0,50.0,80.0,150.0,174.0
xabre 200,2002.0,480.0,6.4,1250.0,50.0,24.0,150.0,154.0
xabre 400,2002.0,480.0,6.4,1250.0,50.0,24.0,150.0,154.0
xabre 600,2002.0,480.0,9.6,1250.0,50.0,24.0,130.0,154.0
xabre 80,2002.0,480.0,5.312,1250.0,50.0,24.0,150.0,154.0
extreme graphics 2,2002.1094527363184,480.0,40.0,266.0,50.0,29.0,130.0,154.0
extreme graphics 2,2002.2189054726368,480.0,40.0,266.0,50.0,29.0,130.0,154.0
i852gm graphics,2002.3283582089553,480.0,40.0,266.0,50.0,29.0,130.0,154.0
gma 900,2002.4378109452737,480.0,40.0,1250.0,50.0,29.0,130.0,154.0
gma 900,2002.547263681592,480.0,40.0,1250.0,50.0,29.0,130.0,154.0
gma 950,2002.6567164179105,480.0,40.0,1250.0,7.0,29.0,90.0,154.0
gma 950,2002.766169154229,480.0,40.0,400.0,7.0,29.0,90.0,154.0
gma 3000,2002.8756218905473,480.0,40.0,1250.0,13.0,29.0,90.0,154.0
gma 3000,2002.9850746268658,480.0,40.0,1250.0,13.0,29.0,90.0,154.0
gma 3000,2003.0945273631842,480.0,40.0,1250.0,13.0,29.0,90.0,154.0
gma 3000,2003.2039800995026,480.0,40.0,1250.0,13.0,29.0,90.0,154.0
gma 950,2003.313432835821,480.0,40.0,1250.0,7.0,29.0,90.0,154.0
gma x3000,2003.4228855721392,480.0,40.0,1250.0,13.0,29.0,90.0,154.0
gma x3000,2003.5323383084576,480.0,40.0,1250.0,13.0,29.0,90.0,154.0
gma 3100,2003.641791044776,480.0,40.0,1250.0,13.0,29.0,90.0,154.0
gma 3100,2003.7512437810944,480.0,40.0,1250.0,13.0,29.0,90.0,154.0
gma 3100,2003.8606965174129,480.0,40.0,1250.0,13.0,29.0,90.0,154.0
gma 3150,2003.9701492537313,16.0,40.0,1250.0,13.0,123.0,45.0,66.0
gma 3150,2004.0796019900497,16.0,40.0,1250.0,13.0,123.0,45.0,66.0
gma x3100,2004.189054726368,480.0,40.0,1250.0,13.0,29.0,90.0,154.0
gma x3100,2004.2985074626865,480.0,40.0,1250.0,13.0,29.0,90.0,154.0
gma x3500,2004.407960199005,480.0,40.0,1250.0,13.0,29.0,90.0,154.0
gma 3600,2004.5174129353234,32.0,40.0,1250.0,13.0,29.0,65.0,154.0
gma 3650,2004.6268656716418,32.0,40.0,1250.0,13.0,29.0,65.0,154.0
gma 500,2004.7363184079602,32.0,40.0,1250.0,50.0,29.0,130.0,154.0
gma x4500,2004.8457711442786,80.0,40.0,1250.0,13.0,29.0,65.0,154.0
gma x4500m,2004.955223880597,80.0,40.0,1250.0,13.0,29.0,65.0,154.0
gma x4500mhd,2005.0646766169154,80.0,40.0,1250.0,13.0,29.0,65.0,154.0
gma x4700mhd,2005.1741293532339,80.0,40.0,1250.0,13.0,29.0,65.0,154.0
aubrey isle,2005.2835820895523,512.0,153.6,1250.0,300.0,2.0,45.0,684.0
gma,2005.3930348258707,480.0,40.0,1250.0,50.0,29.0,32.0,154.0
gma 600,2005.5024875621891,32.0,40.0,1250.0,50.0,140.0,45.0,62.0
hd graphics 12eu,2005.6119402985075,96.0,40.0,1250.0,35.0,177.0,45.0,114.0
hd graphics 16eu mobile,2005.721393034826,96.0,40.0,500.0,35.0,177.0,45.0,114.0
hd graphics 2000,2005.8308457711444,48.0,40.0,1000.0,50.0,504.0,32.0,131.0
hd graphics 3000,2005.9402985074628,96.0,40.0,1350.0,50.0,1.0,32.0,216.0
hd graphics 3000,2006.0497512437812,96.0,40.0,1100.0,50.0,624.0,32.0,149.0
hd graphics 3000 mobile,2006.1592039800994,96.0,40.0,1000.0,50.0,624.0,32.0,149.0
hd graphics 3000 mobile,2006.2686567164178,96.0,40.0,1300.0,50.0,1.0,32.0,216.0
hd graphics 6eu mobile,2006.3781094527362,48.0,40.0,800.0,50.0,504.0,32.0,131.0
hd graphics p3000,2006.4875621890546,96.0,40.0,1350.0,50.0,624.0,32.0,149.0
hd graphics 4000,2006.597014925373,128.0,40.0,1050.0,50.0,1.0,22.0,133.0
hd graphics 4000 mobile,2006.7064676616915,128.0,40.0,1000.0,45.0,1.0,22.0,133.0
hd graphics 6eu,2006.81592039801,48.0,40.0,1050.0,50.0,392.0,22.0,94.0
hd graphics 6eu mobile,2006.9253731343283,48.0,40.0,1000.0,45.0,392.0,22.0,94.0
hd graphics p4000,2007.0348258706467,128.0,40.0,1250.0,45.0,1.0,22.0,133.0
xeon phi 3120a,2007.1442786069651,912.0,240.0,1250.0,300.0,5.0,22.0,720.0
xeon phi 5110p,2007.2537313432836,960.0,320.0,1250.0,225.0,5.0,22.0,720.0
xeon phi se10x,2007.363184079602,976.0,352.0,1250.0,300.0,5.0,22.0,720.0
hd graphics 10eu,2007.4726368159204,80.0,40.0,1000.0,45.0,29.0,22.0,154.0
hd graphics 10eu mobile,2007.5820895522388,80.0,40.0,850.0,45.0,29.0,22.0,154.0
hd graphics 32eu mobile,2007.6915422885572,32.0,40.0,646.0,4.0,29.0,22.0,154.0
hd graphics 4200 mobile,2007.8009950248756,160.0,40.0,850.0,4.0,29.0,22.0,154.0
hd graphics 4400,2007.910447761194,160.0,40.0,1150.0,20.0,29.0,22.0,154.0
hd graphics 4400 mobile,2008.0199004975125,160.0,40.0,950.0,20.0,29.0,22.0,154.0
hd graphics 4600,2008.129353233831,160.0,40.0,1100.0,45.0,29.0,22.0,154.0
hd graphics 4600 mobile,2008.2388059701493,160.0,40.0,1100.0,20.0,29.0,22.0,154.0
hd graphics 5000 mobile,2008.3482587064677,320.0,40.0,1000.0,30.0,1.0,22.0,181.0
hd graphics p4600,2008.4577114427861,160.0,40.0,1200.0,84.0,29.0,22.0,154.0
hd graphics p4700,2008.5671641791046,160.0,40.0,1300.0,86.0,29.0,22.0,154.0
iris graphics 5100 mobile,2008.676616915423,320.0,40.0,1100.0,30.0,1.0,22.0,181.0
iris pro graphics 5200,2008.7860696517414,320.0,40.0,1150.0,45.0,29.0,22.0,154.0
iris pro graphics 5200 mobile,2008.8955223880596,320.0,40.0,1200.0,30.0,29.0,22.0,154.0
xeon phi 5120d,2009.004975124378,960.0,320.0,1250.0,245.0,5.0,22.0,720.0
xeon phi 7120p,2009.1144278606964,976.0,352.0,1333.0,300.0,5.0,22.0,720.0
xeon phi 7120x,2009.2238805970148,976.0,352.0,1333.0,300.0,5.0,22.0,720.0
hd graphics 5300 mobile,2009.3333333333333,192.0,40.0,800.0,15.0,29.0,14.0,154.0
hd graphics 5500 mobile,2009.4427860696517,192.0,40.0,850.0,15.0,29.0,14.0,154.0
hd graphics 5600 mobile,2009.55223880597,192.0,40.0,1050.0,15.0,29.0,14.0,154.0
hd graphics 6000 mobile,2009.6616915422885,384.0,40.0,950.0,15.0,29.0,14.0,133.0
hd graphics p5700,2009.771144278607,192.0,40.0,1000.0,15.0,29.0,14.0,154.0
iris graphics 6100 mobile,2009.8805970149253,384.0,40.0,1000.0,15.0,29.0,14.0,133.0
iris pro graphics 6200,2009.9900497512438,384.0,40.0,1100.0,15.0,29.0,14.0,154.0
iris pro graphics 6200 mobile,2010.0995024875622,384.0,40.0,1100.0,15.0,29.0,14.0,154.0
iris pro graphics p6300,2010.2089552238806,384.0,40.0,800.0,15.0,29.0,14.0,154.0
hd graphics 12eu mobile,2010.318407960199,96.0,40.0,1250.0,6.0,29.0,14.0,154.0
hd graphics 12eu mobile,2010.4278606965174,96.0,40.0,800.0,6.0,29.0,14.0,82.0
hd graphics 400 mobile,2010.5373134328358,96.0,40.0,600.0,6.0,29.0,14.0,154.0
hd graphics 405 mobile,2010.6467661691543,128.0,40.0,600.0,6.0,29.0,14.0,154.0
hd graphics 500 mobile,2010.7562189054727,96.0,40.0,650.0,6.0,29.0,14.0,154.0
hd graphics 510,2010.865671641791,96.0,40.0,950.0,15.0,29.0,14.0,154.0
hd graphics 510 mobile,2010.9751243781095,96.0,40.0,900.0,15.0,29.0,14.0,154.0
hd graphics 515 mobile,2011.084577114428,192.0,40.0,800.0,15.0,29.0,14.0,123.0
hd graphics 520 mobile,2011.1940298507463,192.0,40.0,900.0,15.0,29.0,14.0,123.0
hd graphics 530,2011.3034825870648,192.0,40.0,950.0,15.0,29.0,14.0,123.0
hd graphics 530 mobile,2011.4129353233832,192.0,40.0,950.0,15.0,29.0,14.0,123.0
hd graphics p530,2011.5223880597016,192.0,40.0,1000.0,15.0,29.0,14.0,123.0
iris graphics 540 mobile,2011.6318407960198,384.0,40.0,1000.0,15.0,29.0,14.0,154.0
iris graphics 550 mobile,2011.7412935323382,384.0,40.0,1000.0,15.0,29.0,14.0,154.0
iris pro graphics 580 mobile,2011.8507462686566,576.0,40.0,950.0,15.0,29.0,14.0,154.0
iris pro graphics p555,2011.960199004975,384.0,40.0,1000.0,15.0,29.0,14.0,154.0
iris pro graphics p580,2012.0696517412935,576.0,40.0,1000.0,15.0,29.0,14.0,154.0
iris pro graphics p580 mobile,2012.1791044776119,576.0,40.0,1050.0,15.0,29.0,14.0,154.0
hd graphics 505 mobile,2012.2885572139303,144.0,40.0,650.0,6.0,29.0,14.0,154.0
hd graphics 610,2012.3980099502487,96.0,40.0,1050.0,5.0,29.0,14.0,154.0
hd graphics 610 mobile,2012.5074626865671,96.0,40.0,900.0,5.0,29.0,14.0,154.0
hd graphics 615 mobile,2012.6169154228855,192.0,40.0,850.0,5.0,29.0,14.0,154.0
hd graphics 620 mobile,2012.726368159204,192.0,40.0,1000.0,15.0,29.0,14.0,154.0
hd graphics 630,2012.8358208955224,192.0,40.0,1000.0,15.0,29.0,14.0,154.0
hd graphics 630 mobile,2012.9452736318408,192.0,40.0,1000.0,15.0,29.0,14.0,154.0
hd graphics p630 mobile,2013.0547263681592,192.0,40.0,1100.0,15.0,29.0,14.0,154.0
iris plus graphics 640 mobile,2013.1641791044776,384.0,40.0,1100.0,15.0,29.0,14.0,154.0
iris plus graphics 650 mobile,2013.273631840796,384.0,40.0,1150.0,15.0,29.0,14.0,154.0
uhd graphics 600 mobile,2013.3830845771145,96.0,40.0,650.0,5.0,29.0,14.0,154.0
uhd graphics 605 mobile,2013.4925373134329,144.0,40.0,750.0,5.0,29.0,14.0,154.0
uhd graphics 620 mobile,2013.6019900497513,192.0,40.0,1000.0,15.0,29.0,14.0,154.0
uhd graphics 630,2013.7114427860697,184.0,40.0,1050.0,15.0,29.0,14.0,154.0
uhd graphics 630,2013.8208955223881,192.0,40.0,1050.0,15.0,29.0,14.0,154.0
iris plus graphics 655 mobile,2013.9303482587065,384.0,40.0,1050.0,15.0,29.0,14.0,154.0
uhd graphics 610,2014.039800995025,96.0,40.0,1050.0,15.0,29.0,14.0,154.0
uhd graphics 610 mobile,2014.1492537313434,96.0,40.0,900.0,15.0,29.0,14.0,154.0
uhd graphics 615 mobile,2014.2587064676618,192.0,40.0,900.0,15.0,29.0,14.0,154.0
uhd graphics 617 mobile,2014.3681592039802,192.0,40.0,1050.0,15.0,29.0,14.0,154.0
uhd graphics 620 mobile,2014.4776119402984,192.0,40.0,1000.0,15.0,29.0,14.0,154.0
uhd graphics 630 mobile,2014.5870646766168,192.0,40.0,1000.0,15.0,29.0,14.0,154.0
uhd graphics p630,2014.6965174129352,192.0,40.0,1100.0,15.0,29.0,14.0,154.0
uhd graphics p630 mobile,2014.8059701492537,192.0,40.0,1200.0,15.0,29.0,14.0,154.0
iris plus graphics 645 mobile,2014.915422885572,384.0,40.0,1050.0,15.0,29.0,14.0,154.0
iris plus graphics g4 48eu mobile,2015.0248756218905,384.0,40.0,1050.0,15.0,29.0,10.0,154.0
uhd graphics 24eu mobile,2015.134328358209,192.0,40.0,1050.0,15.0,29.0,14.0,154.0
uhd graphics 24eu mobile,2015.2437810945273,192.0,40.0,1000.0,15.0,29.0,14.0,154.0
uhd graphics 24eu mobile,2015.3532338308457,192.0,40.0,900.0,15.0,29.0,14.0,154.0
uhd graphics g1 32eu mobile,2015.4626865671642,256.0,40.0,900.0,15.0,29.0,10.0,154.0
h3c xg310,2015.5721393034826,768.0,68.26,1100.0,300.0,29.0,10.0,95.0
iris plus graphics g7 64eu mobile,2015.681592039801,512.0,40.0,1050.0,15.0,29.0,10.0,154.0
iris xe graphics g4 48eu mobile,2015.7910447761194,384.0,40.0,1100.0,15.0,29.0,10.0,146.0
iris xe graphics g7 80eu mobile,2015.9004975124378,640.0,40.0,1100.0,15.0,29.0,10.0,146.0
iris xe graphics g7 96eu mobile,2016.0099502487562,768.0,40.0,1100.0,15.0,29.0,10.0,146.0
iris xe max graphics,2016.1194029850747,768.0,68.26,1650.0,25.0,29.0,10.0,95.0
uhd graphics 16eu mobile,2016.228855721393,128.0,40.0,750.0,9.0,29.0,10.0,154.0
uhd graphics 32eu mobile,2016.3383084577115,256.0,40.0,750.0,9.0,29.0,10.0,154.0
uhd graphics 610,2016.44776119403,96.0,40.0,1050.0,15.0,29.0,14.0,154.0
uhd graphics 630,2016.5572139303483,192.0,40.0,1200.0,15.0,29.0,14.0,154.0
uhd graphics 630,2016.6666666666667,184.0,40.0,1150.0,15.0,29.0,14.0,154.0
uhd graphics g4 48eu mobile,2016.7761194029852,384.0,40.0,500.0,15.0,29.0,10.0,154.0
uhd graphics g7 64eu mobile,2016.8855721393036,512.0,40.0,500.0,15.0,29.0,10.0,154.0
uhd graphics p630,2016.995024875622,192.0,40.0,1200.0,15.0,29.0,14.0,154.0
uhd graphics p630 mobile,2017.1044776119404,192.0,40.0,1250.0,15.0,29.0,14.0,154.0
xe dg1,2017.2139303482586,640.0,68.26,1550.0,30.0,29.0,10.0,95.0
arctic sound 1t,2017.323383084577,6144.0,1.23,1250.0,350.0,8.0,10.0,190.0
arctic sound 2t,2017.4328358208954,7680.0,1.23,1250.0,500.0,8.0,10.0,190.0
uhd graphics 16eu,2017.5422885572139,128.0,40.0,900.0,15.0,29.0,14.0,154.0
uhd graphics 16eu mobile,2017.6517412935323,128.0,40.0,750.0,10.0,29.0,10.0,154.0
uhd graphics 16eu mobile,2017.7611940298507,128.0,40.0,1450.0,15.0,29.0,10.0,154.0
uhd graphics 24eu mobile,2017.870646766169,192.0,40.0,800.0,10.0,29.0,10.0,154.0
uhd graphics 32eu mobile,2017.9800995024875,256.0,40.0,1350.0,15.0,29.0,10.0,154.0
uhd graphics 32eu mobile,2018.089552238806,256.0,40.0,850.0,10.0,29.0,10.0,154.0
uhd graphics 730,2018.1990049751244,192.0,40.0,1300.0,15.0,29.0,14.0,154.0
uhd graphics 750,2018.3084577114428,256.0,40.0,1300.0,15.0,29.0,14.0,154.0
uhd graphics 770,2018.4179104477612,256.0,40.0,1450.0,15.0,29.0,10.0,154.0
uhd graphics p750,2018.5273631840796,256.0,40.0,1300.0,15.0,29.0,14.0,154.0
arc a310,2018.636815920398,768.0,124.0,1750.0,30.0,7.0,6.0,157.0
arc a350,2018.7462686567164,768.0,124.0,2000.0,25.0,7.0,6.0,157.0
arc a350m,2018.8557213930349,768.0,112.0,2200.0,25.0,7.0,6.0,157.0
arc a370m,2018.9651741293533,1024.0,112.0,2050.0,35.0,7.0,6.0,157.0
arc a380,2019.0746268656717,1024.0,186.0,2050.0,75.0,7.0,6.0,157.0
arc a550m,2019.18407960199,2048.0,224.0,2050.0,60.0,21.0,6.0,406.0
arc a730m,2019.2935323383085,3072.0,336.0,2050.0,80.0,21.0,6.0,406.0
arc a750,2019.402985074627,3584.0,512.0,2400.0,225.0,21.0,6.0,406.0
arc a770,2019.5124378109454,4096.0,512.0,2400.0,225.0,21.0,6.0,406.0
arc a770m,2019.6218905472638,4096.0,512.0,2050.0,120.0,21.0,6.0,406.0
arc pro a30m,2019.7313432835822,1024.0,128.0,2000.0,50.0,7.0,6.0,157.0
arc pro a40,2019.8407960199006,1024.0,192.0,1700.0,50.0,7.0,6.0,157.0
arc pro a50,2019.9502487562188,1024.0,192.0,2350.0,75.0,7.0,6.0,157.0
arctic sound m,2020.0597014925372,8192.0,1.23,1250.0,500.0,8.0,10.0,190.0
data center gpu flex 140,2020.1691542288556,1024.0,186.0,1950.0,75.0,7.0,6.0,157.0
data center gpu flex 170,2020.278606965174,4096.0,512.0,2050.0,150.0,21.0,6.0,406.0
iris xe graphics 80eu mobile,2020.3880597014925,640.0,40.0,1200.0,45.0,29.0,10.0,154.0
iris xe graphics 96eu mobile,2020.4975124378109,768.0,40.0,1400.0,45.0,29.0,10.0,154.0
uhd graphics 16eu mobile,2020.6069651741293,128.0,40.0,1200.0,15.0,29.0,10.0,154.0
uhd graphics 24eu mobile,2020.7164179104477,192.0,40.0,1200.0,15.0,29.0,10.0,154.0
uhd graphics 48eu mobile,2020.8258706467661,384.0,40.0,1150.0,45.0,29.0,10.0,154.0
uhd graphics 64eu mobile,2020.9353233830846,512.0,40.0,1400.0,45.0,29.0,10.0,154.0
uhd graphics 710,2021.044776119403,128.0,40.0,1300.0,15.0,29.0,10.0,154.0
uhd graphics 730,2021.1542288557214,192.0,40.0,1400.0,15.0,29.0,10.0,154.0
uhd graphics 770,2021.2636815920398,256.0,40.0,1550.0,15.0,29.0,10.0,154.0
uhd graphics 770 mobile,2021.3731343283582,256.0,40.0,1500.0,45.0,29.0,10.0,154.0
arc a380m,2021.4825870646766,1024.0,186.0,2000.0,35.0,7.0,6.0,157.0
arc a530m,2021.592039800995,1536.0,224.0,1300.0,65.0,11.0,6.0,269.0
arc a570m,2021.7014925373135,2048.0,224.0,1300.0,75.0,11.0,6.0,269.0
arc a580,2021.810945273632,3072.0,512.0,2000.0,175.0,21.0,6.0,406.0
arc graphics 112eu mobile,2021.9203980099503,896.0,40.0,2200.0,65.0,29.0,10.0,154.0
arc graphics 128eu mobile,2022.0298507462687,1024.0,40.0,2250.0,28.0,29.0,10.0,154.0
arc graphics 48eu mobile,2022.1393034825871,384.0,40.0,1800.0,28.0,29.0,10.0,154.0
arc graphics 64eu mobile,2022.2487562189056,512.0,40.0,1750.0,65.0,29.0,10.0,154.0
arc pro a60,2022.358208955224,2048.0,384.0,2050.0,130.0,11.0,6.0,269.0
arc pro a60m,2022.4676616915424,2048.0,256.0,1300.0,95.0,11.0,6.0,269.0
data center gpu max 1100,2022.5771144278608,7168.0,1.23,1550.0,300.0,100.0,10.0,1280.0
data center gpu max 1350,2022.686567164179,14336.0,2.46,1550.0,450.0,100.0,10.0,1280.0
data center gpu max 1550,2022.7960199004974,16384.0,3.28,1600.0,600.0,100.0,10.0,1280.0
data center gpu max subsystem,2022.9054726368158,16384.0,3.21,1600.0,2400.0,100.0,10.0,1280.0
iris xe graphics 80eu mobile,2023.0149253731342,640.0,40.0,1450.0,15.0,29.0,10.0,154.0
iris xe graphics 96eu mobile,2023.1243781094527,768.0,40.0,1300.0,15.0,29.0,10.0,154.0
uhd graphics 64eu mobile,2023.233830845771,512.0,40.0,1250.0,15.0,29.0,10.0,154.0
uhd graphics 710 mobile,2023.3432835820895,128.0,40.0,1200.0,15.0,29.0,10.0,154.0
uhd graphics 710 mobile,2023.452736318408,128.0,40.0,1450.0,15.0,29.0,10.0,154.0
uhd graphics 730,2023.5621890547263,192.0,40.0,1550.0,15.0,29.0,10.0,154.0
uhd graphics 770 mobile,2023.6716417910447,256.0,40.0,1600.0,15.0,29.0,10.0,154.0
arc 130v mobile,2023.7810945273632,896.0,40.0,1850.0,37.0,29.0,3.0,172.0
arc 140v mobile,2023.8905472636816,1024.0,40.0,1950.0,37.0,29.0,3.0,172.0
arc b580,2024.0,2560.0,456.0,2670.0,190.0,19.0,5.0,272.0
arc graphics 24eu,2024.0,192.0,40.0,2000.0,65.0,17.0,3.0,243.0
arc graphics 32eu,2024.0,256.0,40.0,1950.0,65.0,17.0,3.0,243.0
arc graphics 64eu,2024.0,512.0,40.0,1900.0,65.0,17.0,3.0,243.0
arc 130t mobile,2024.0,896.0,40.0,2200.0,35.0,29.0,5.0,154.0
arc 140t mobile,2024.0,1024.0,40.0,2350.0,35.0,29.0,5.0,154.0
arc b570,2024.0,2304.0,380.0,2500.0,150.0,19.0,5.0,272.0
arc pro b50,2024.0,2048.0,224.0,2600.0,70.0,19.0,5.0,272.0
arc pro b60,2024.0,2560.0,456.0,2400.0,200.0,19.0,5.0,272.0
graphics 24eu mobile,2024.0,192.0,40.0,1000.0,6.0,29.0,10.0,154.0
millenium p650,2024.0,480.0,7.36,1250.0,50.0,80.0,150.0,130.0
millenium p650 lp mdd pcie,2024.0,480.0,8.64,1250.0,50.0,80.0,150.0,130.0
millenium p650 pcie,2024.0,480.0,8.8,1250.0,50.0,80.0,150.0,130.0
millenium p750,2024.0,480.0,8.0,1250.0,50.0,80.0,150.0,130.0
parhelia dl256,2024.0,480.0,4.0,1250.0,50.0,80.0,150.0,174.0
parhelia hr256,2024.0,480.0,4.0,1250.0,50.0,80.0,150.0,174.0
parhelia pci,2024.0,480.0,4.0,1250.0,50.0,80.0,150.0,174.0
parhelia precision sdt,2024.0,480.0,4.0,1250.0,50.0,80.0,150.0,174.0
parhelia precision sgt,2024.0,480.0,4.0,1250.0,50.0,80.0,150.0,174.0
parhelia 128 mb,2024.0,480.0,19.2,1250.0,50.0,80.0,150.0,174.0
parhelia 256 mb,2024.0,480.0,20.8,1250.0,50.0,80.0,150.0,174.0
qid,2024.0,480.0,9.6,1250.0,50.0,29.0,40.0,154.0
qid lp pci,2024.0,480.0,4.8,1250.0,50.0,29.0,40.0,154.0
qid lp pcie,2024.0,480.0,9.6,1250.0,50.0,29.0,40.0,154.0
qid pro,2024.0,480.0,4.8,1250.0,50.0,29.0,40.0,154.0
parhelia apve,2024.0,480.0,8.0,1250.0,50.0,80.0,150.0,174.0
4 410 go,2024.0,480.0,3.2,1250.0,50.0,29.0,150.0,65.0
4 420 go,2024.0,480.0,3.2,1250.0,50.0,29.0,150.0,65.0
4 440 go,2024.0,480.0,7.04,1250.0,50.0,29.0,150.0,65.0
4 448 go,2024.0,480.0,6.4,1250.0,50.0,29.0,150.0,65.0
4 460 go,2024.0,480.0,8.0,1250.0,50.0,29.0,150.0,65.0
4 488 go,2024.0,480.0,8.8,1250.0,50.0,29.0,150.0,65.0
4 go 4200,2024.0,480.0,3.2,1250.0,50.0,63.0,150.0,142.0
4 mx nforce2,2024.0,480.0,40.0,1250.0,50.0,29.0,150.0,65.0
4 mx 420,2024.0,480.0,2.656,1250.0,50.0,29.0,150.0,65.0
4 mx 420 pci,2024.0,480.0,1.328,1250.0,50.0,29.0,150.0,65.0
4 mx 440,2024.0,480.0,6.4,1250.0,50.0,29.0,150.0,65.0
4 mx 440 mac edition,2024.0,480.0,6.4,1250.0,50.0,29.0,150.0,65.0
4 mx 440 8x,2024.0,480.0,8.0,1250.0,50.0,29.0,150.0,65.0
4 mx 440 8x,2024.0,480.0,2.0,1250.0,50.0,29.0,150.0,65.0
4 mx 440 se,2024.0,480.0,3.2,1250.0,50.0,29.0,150.0,65.0
4 mx 440 se,2024.0,480.0,5.312,1250.0,50.0,29.0,150.0,65.0
4 mx 440 se,2024.0,480.0,5.312,1250.0,50.0,29.0,150.0,65.0
4 mx 460,2024.0,480.0,7.2,1250.0,50.0,29.0,150.0,65.0
4 ti 4200,2024.0,480.0,8.0,1250.0,50.0,63.0,150.0,142.0
4 ti 4200,2024.0,480.0,4.0,1250.0,50.0,63.0,150.0,142.0
4 ti 4200 8x,2024.0,480.0,4.0,1250.0,50.0,63.0,150.0,142.0
4 ti 4200 8x,2024.0,480.0,4.0,1250.0,50.0,63.0,150.0,142.0
4 ti 4400,2024.0,480.0,8.8,1250.0,50.0,63.0,150.0,142.0
4 ti 4600,2024.0,480.0,10.37,1250.0,50.0,63.0,150.0,142.0
quadro4 380 xgl,2024.0,480.0,8.192,1250.0,50.0,29.0,150.0,65.0
quadro4 500 go gl,2024.0,480.0,3.52,1250.0,50.0,29.0,150.0,65.0
quadro4 500 xgl,2024.0,480.0,2.656,1250.0,50.0,29.0,150.0,65.0
quadro4 550 xgl,2024.0,480.0,6.4,1250.0,50.0,29.0,150.0,65.0
quadro4 580 xgl,2024.0,480.0,6.4,1250.0,50.0,29.0,150.0,65.0
quadro4 700 xgl,2024.0,480.0,7.2,1250.0,50.0,63.0,150.0,142.0
quadro4 750 xgl,2024.0,480.0,7.2,1250.0,50.0,63.0,150.0,142.0
quadro4 900 xgl,2024.0,480.0,10.4,1250.0,50.0,63.0,150.0,142.0
quadro4 980 xgl,2024.0,480.0,10.4,1250.0,50.0,63.0,150.0,142.0
6200 agp,2024.0,480.0,1.056,1250.0,50.0,29.0,150.0,65.0
fx 5100,2024.0,480.0,2.656,1250.0,50.0,45.0,150.0,124.0
fx 5200,2024.0,480.0,6.4,1250.0,50.0,29.0,150.0,65.0
fx 5200,2024.0,480.0,6.4,1250.0,50.0,45.0,150.0,124.0
fx 5200 le,2024.0,480.0,2.656,1250.0,50.0,45.0,150.0,124.0
fx 5200 pci,2024.0,480.0,6.4,1250.0,50.0,45.0,150.0,91.0
fx 5200 rev 2,2024.0,480.0,3.2,1250.0,50.0,45.0,150.0,91.0
fx 5200 ultra,2024.0,480.0,10.4,1250.0,50.0,45.0,150.0,124.0
fx 5200 ultra mac edition,2024.0,480.0,10.4,1250.0,50.0,45.0,150.0,124.0
fx 5600,2024.0,480.0,8.0,1250.0,37.0,80.0,130.0,121.0
fx 5600 ultra,2024.0,480.0,12.8,1250.0,50.0,80.0,130.0,121.0
fx 5600 xt,2024.0,480.0,6.4,1250.0,50.0,80.0,130.0,121.0
fx 5600 xt pci,2024.0,480.0,6.4,1250.0,50.0,80.0,130.0,121.0
fx 5700,2024.0,480.0,8.0,1250.0,25.0,82.0,130.0,133.0
fx 5700 engineering sample,2024.0,480.0,8.0,1250.0,25.0,82.0,130.0,133.0
fx 5700 ultra,2024.0,480.0,14.5,1250.0,46.0,82.0,130.0,133.0
fx 5800,2024.0,480.0,12.8,1250.0,44.0,125.0,130.0,199.0
fx 5800 ultra,2024.0,480.0,16.0,1250.0,50.0,125.0,130.0,199.0
fx 5900,2024.0,480.0,27.2,1250.0,50.0,135.0,130.0,207.0
fx 5900 ultra,2024.0,480.0,27.2,1250.0,59.0,135.0,130.0,207.0
fx 5900 xt,2024.0,480.0,22.4,1250.0,35.0,135.0,130.0,207.0
fx 5900 zt,2024.0,480.0,22.4,1250.0,50.0,135.0,130.0,207.0
fx 5950 ultra,2024.0,480.0,30.4,1250.0,74.0,135.0,130.0,207.0
fx go5100,2024.0,480.0,3.2,1250.0,50.0,45.0,150.0,124.0
fx go5200,2024.0,480.0,6.4,1250.0,50.0,45.0,150.0,124.0
fx go5200,2024.0,480.0,6.4,1250.0,50.0,45.0,150.0,91.0
fx go5200 32m,2024.0,480.0,3.2,1250.0,50.0,45.0,150.0,124.0
fx go5200 64m,2024.0,480.0,8.0,1250.0,50.0,45.0,150.0,91.0
fx go5200 npb 32m,2024.0,480.0,3.2,1250.0,50.0,45.0,150.0,91.0
